CHR	BP1	BP2	PRB	GEN	HWU_P	NWU_P	PWU_P	GEN_P
9	100181647	100193178	GI_22024384-S	FPGS	5.94E-01	7.88E-01	3.09E-01	0.7351043407
9	100194111	100234515	GI_4557554-S	ENG	9.52E-01	7.78E-01	9.10E-01	0.6912282419
9	100246223	100257472	GI_4502010-S	AK1	9.65E-01	8.11E-01	9.10E-01	0.9201559629
9	100265101	100284828	GI_34147672-S	ST6GALNAC6	5.98E-01	8.47E-01	4.09E-01	0.2628022451
9	100287366	100296243	GI_28373091-A	ST6GALNAC4	9.00E-01	6.54E-01	9.17E-01	0.096436831
9	100302075	100352977	GI_8923268-S	TEX10	6.70E-01	5.88E-01	6.06E-01	0.0257085327
9	100314315	100317704	GI_24497593-A	DPM2	5.38E-01	5.52E-01	4.94E-01	0.6473033861
9	100319806	100359690	GI_42558263-S	FAM102A	1.31E-01	6.13E-01	9.89E-02	0.8019543099
9	100320737	100404840	GI_24307950-S	TDRD7	6.40E-01	4.12E-01	6.25E-01	0.945325604
9	100409900	100510457	GI_4507552-S	TMOD1	3.65E-01	4.14E-01	3.37E-01	0.0666688035
9	100438643	100444828	GI_37537557-S	NAIF1	5.55E-01	2.99E-01	6.65E-01	0.8449600303
9	100445708	100486206	GI_39930484-S	SLC25A25	2.36E-01	3.51E-01	2.33E-01	0.6723237098
9	100497534	100505316	GI_40068467-S	PTGES2	6.91E-01	1.28E-01	9.71E-01	0.8081139974
9	100508794	100542395	GI_31377600-S	TSTD2	9.44E-01	8.04E-01	9.44E-01	0.5311797885
9	100525402	100529404	GI_38455401-S	LCN2	1.20E-02	4.26E-02	2.09E-02	0.5816053707
9	100536165	100539842	GI_34147359-S	C9orf16	3.35E-01	9.49E-01	1.54E-01	0.7184229445
9	100541979	100580094	GI_42544178-S	CIZ1	9.09E-01	8.34E-01	8.37E-01	0.0828481379
9	100542138	100582465	GI_40254465-S	NCBP1	9.28E-01	8.43E-01	8.60E-01	0.1122792377
9	100583626	100606139	GI_31543966-S	XPA	7.12E-01	4.82E-01	6.98E-01	0.7742856312
9	100631562	100651722	GI_30089938-S	GOLGA2	2.08E-01	2.35E-01	2.39E-01	0.8703593754
9	100684458	100697568	GI_7661555-S	TRUB2	7.06E-01	7.21E-01	4.81E-01	0.4719044442
9	100697662	100709174	GI_7705806-S	COQ4	6.29E-01	5.48E-01	5.31E-01	0.764797462
9	100746421	100767118	GI_13569869-S	URM1	6.26E-01	8.32E-01	3.40E-01	0.8745357937
9	100762045	100765505	GI_21618324-S	FOXE1	1.93E-01	7.12E-01	1.11E-01	0.4831038725
9	100794234	100812508	GI_38679925-S	CERCAM	4.33E-01	5.86E-01	3.54E-01	0.601001938
9	100830194	100876121	GI_24430182-I	ODF2	6.52E-02	7.59E-01	5.36E-02	0.5310995616
9	100830194	100876121	GI_24430180-I	ODF2	2.94E-01	7.59E-01	2.28E-01	0.5672684747
9	100835598	100853722	GI_37574617-A	HEMGN	9.49E-01	7.63E-01	9.61E-01	0.5190284002
9	100879534	100916497	GI_4557626-S	GLE1	3.41E-01	7.96E-01	2.37E-01	0.8387350229
9	100892012	100924659	GI_5454087-S	ANP32B	3.78E-01	7.46E-01	2.82E-01	0.236524847
9	100926750	101007765	GI_4507190-S	SPTAN1	1.86E-01	5.89E-01	1.57E-01	0.6873219566
9	100965405	100991809	GI_12056472-S	NANS	8.51E-01	8.88E-01	6.25E-01	0.8670512768
9	100993079	101028065	GI_15208664-A	TRIM14	9.76E-01	8.97E-01	9.47E-01	0.2929011004
9	101007761	101029056	GI_34147468-S	WDR34	9.27E-01	8.73E-01	8.09E-01	0.811709325
9	101028749	101325135	GI_8923280-S	LPPR1	7.37E-01	7.34E-01	6.16E-01	0.0936145146
9	101029674	101101387	GI_16554582-I	CORO2A	3.89E-03	8.84E-01	1.27E-03	0.5183022271
9	101029674	101101387	GI_34335234-A	CORO2A	6.46E-01	8.84E-01	3.78E-01	0.7086945754
9	101055484	101068248	GI_4506890-S	SET	2.62E-01	7.90E-01	1.20E-01	0.6044132644
9	101092809	101095741	GI_42516559-S	ZDHHC12	3.21E-01	4.35E-01	2.78E-01	0.8168623827
9	101101396	101143207	GI_33589813-S	ZER1	8.22E-01	4.41E-01	9.18E-01	0.5307178828
9	101158485	101181851	GI_21361636-S	TBC1D13	8.85E-01	7.31E-01	8.97E-01	0.285120348
9	101189778	101193954	GI_4758269-S	ENDOG	8.03E-01	8.41E-01	6.13E-01	0.1627822024
9	101204210	101252461	GI_42741662-S	CCBL1	3.83E-01	6.82E-01	3.00E-01	0.7917749448
9	101252498	101288005	GI_39930378-S	LRRC8A	2.78E-01	5.98E-01	2.48E-01	0.4968573715
9	101315528	101317731	GI_41281547-S	DOLK	5.46E-01	3.46E-02	9.65E-01	0.5648221443
9	101377392	101397864	GI_24431995-S	SH3GLB2	8.36E-01	6.31E-01	7.89E-01	0.8257999829
9	101389967	101398637	GI_21265095-S	MRPL50	6.57E-01	5.90E-01	5.49E-01	0.6524919198
9	101398854	101410660	GI_37693524-A	ZNF189	3.10E-01	3.47E-01	2.87E-01	0.5738351442
9	101406579	101441661	GI_19923651-S	FAM73B	1.44E-01	5.51E-02	5.53E-01	0.9182562087
9	101480193	101518132	GI_30065648-A	PPP2R4	1.85E-01	4.13E-01	1.52E-01	0.9374285002
9	101480193	101518132	GI_30065641-I	PPP2R4	4.67E-01	4.13E-01	4.30E-01	0.1224355973
9	101533849	101563344	GI_34878776-S	RNF20	3.79E-01	5.50E-01	3.31E-01	0.0273986496
9	101545290	101547633	GI_44681485-S	IER5L	8.23E-01	5.39E-01	8.33E-01	0.864207136
9	101716415	101758808	GI_22203764-S	GALNT12	8.00E-01	4.72E-01	8.37E-01	0.6335103768
9	101973658	101982115	GI_40786425-S	C9orf50	4.02E-01	8.92E-01	1.28E-01	0.382370606
9	101995954	102003527	GI_30089931-A	ASB6	9.84E-01	8.79E-01	9.64E-01	0.3163518488
9	102099772	102114492	GI_38505195-S	PTGES	9.39E-01	8.95E-01	8.60E-01	0.7531358985
9	102125156	102130695	GI_14861835-A	ALG2	8.84E-01	9.51E-01	6.01E-01	0.0268129403
9	102131019	102139349	GI_14591932-S	SEC61B	9.84E-01	9.28E-01	9.81E-01	0.4720246211
9	102164317	102172400	GI_14149652-S	TOR1B	2.79E-01	7.43E-01	1.97E-01	0.2692873106
9	102174061	102185267	GI_4557540-S	TOR1A	9.05E-01	4.44E-01	9.75E-01	0.2027798486
9	102188390	102196399	GI_7706556-A	C9orf78	7.88E-01	1.32E-01	9.70E-01	0.9069159481
9	102196523	102243074	GI_31543911-S	USP20	3.47E-01	2.05E-01	4.25E-01	0.0141477133
9	102248422	102404813	GI_38524621-S	FNBP1	6.26E-01	7.50E-01	4.38E-01	0.4471224092
9	102415027	102502765	GI_13470087-S	GPR107	9.65E-01	9.66E-01	9.42E-01	0.7848532996
9	102730616	102775645	GI_27894358-I	NR4A3	5.64E-01	2.28E-01	7.82E-01	0.6224149152
9	102805927	102862325	GI_16950634-A	ASS1	1.23E-01	5.85E-01	6.37E-02	0.4168801237
9	102815379	102883282	GI_8923603-S	STX17	6.72E-01	2.90E-01	8.59E-01	0.4587896162
9	102995311	103018488	GI_4557508-S	CYLC2	1.17E-01	6.27E-01	5.56E-02	0.3551757119
9	103007943	103209867	GI_34304378-A	INVS	8.63E-03	3.17E-01	5.31E-03	0.6857056044
9	103027137	103045252	GI_15042948-S	PRDM12	8.00E-02	3.55E-01	4.97E-02	0.3205179533
9	103055761	103066896	GI_39725699-S	EXOSC2	6.78E-01	8.20E-01	4.25E-01	0.8119681135
9	103075969	103249725	GI_6382057-I	ABL1	9.07E-01	3.03E-01	9.77E-01	0.421397122
9	103210798	103261707	GI_8923268-S	TEX10	4.51E-01	4.74E-01	3.61E-01	0.2184417984
9	103264491	103300922	GI_37059779-S	FIBCD1	5.48E-01	2.42E-01	7.44E-01	0.036238409
9	103375168	103459104	GI_18765691-S	LAMC3	2.58E-01	3.44E-01	2.72E-01	0.5797516362
9	103491679	103601026	GI_24497442-S	NUP214	8.42E-01	7.60E-01	7.56E-01	0.568214533
9	103624314	103642697	GI_34222124-S	FAM78A	5.11E-01	5.47E-01	4.58E-01	0.4893138437
9	103872837	103893810	GI_21361381-S	POMT1	9.06E-01	6.86E-01	9.19E-01	0.4334674985
9	103893800	103901279	GI_13899252-S	UCK1	4.40E-01	5.60E-01	4.02E-01	0.5191573884
9	103937503	104233872	GI_8923280-S	LPPR1	7.04E-01	7.20E-01	5.45E-01	0.3915436887
9	103946113	104106918	GI_38373676-I	RAPGEF1	4.13E-01	7.98E-01	2.40E-01	0.1376171132
9	104094260	104141419	GI_5453590-S	SMC2	9.07E-01	7.77E-01	8.61E-01	0.3899818487
9	104229766	104309124	GI_28558978-S	MED27	7.40E-02	8.23E-01	4.82E-02	0.3644874321
9	104298663	104307332	GI_21265095-S	MRPL50	7.30E-01	6.10E-01	6.53E-01	0.0990269002
9	104307549	104319358	GI_37693524-A	ZNF189	6.75E-02	1.45E-01	7.74E-02	0.0435629403
9	104352429	104449321	GI_28558978-S	MED27	2.15E-01	5.14E-01	1.91E-01	0.7074226237
9	104442536	104472031	GI_34878776-S	RNF20	3.52E-01	2.40E-01	4.05E-01	0.9455883193
9	104531594	104612230	GI_19387853-S	NTNG2	4.60E-02	6.40E-01	4.30E-02	0.7103481601
9	104630757	104723804	GI_37620158-S	SETX	8.24E-01	2.89E-01	9.42E-01	0.6332427324
9	104744257	104775555	GI_33356178-S	TTF1	3.11E-02	4.95E-01	2.42E-02	0.7224229152
9	104781002	104928246	GI_21536375-S	ABCA1	6.22E-01	5.19E-01	5.87E-01	0.5306746025
9	104951812	104959454	GI_31542183-S	BARHL1	7.22E-01	4.75E-01	7.23E-01	0.6616324712
9	104963490	105039530	GI_20336296-I	DDX31	2.73E-01	8.72E-01	1.64E-01	0.6317495227
9	105039470	105059183	GI_6912399-S	GTF3C4	5.20E-01	8.52E-01	3.35E-01	0.5376292072
9	105094698	105248118	GI_31377569-S	AK8	7.34E-02	4.07E-01	7.36E-02	0.2006520191
9	105244613	105438504	GI_18034691-I	SLC44A1	6.55E-01	4.42E-01	6.57E-01	0.4385801433
9	105260658	105313711	GI_24475626-S	TSC1	7.40E-01	3.25E-01	8.88E-01	0.8374863941
9	105347908	105360763	GI_40254479-S	GFI1B	5.70E-01	5.57E-01	4.23E-01	0.9348050057
9	105399764	105427593	GI_6912401-S	GTF3C5	8.63E-01	7.86E-01	6.25E-01	0.8645393903
9	105447796	105552433	GI_13994288-S	FSD1L	6.35E-01	4.79E-01	6.10E-01	0.5577126497
9	105466726	105500074	GI_24307908-S	RALGDS	7.39E-01	5.17E-01	7.33E-01	0.1997791951
9	105521872	105532881	GI_32484984-S	GBGT1	8.42E-01	7.01E-01	8.06E-01	0.3290398281
9	105558130	105641118	GI_5803014-S	FKTN	2.97E-01	1.77E-01	3.85E-01	0.3624736005
9	105694525	105776611	GI_8922460-S	TMEM38B	5.33E-02	3.86E-01	5.65E-02	0.7108761478
9	105697497	105702999	GI_39812452-S	SURF6	2.26E-01	6.23E-01	2.00E-01	0.5432470799
9	105707690	105714932	GI_31652219-A	MED22	4.54E-01	6.69E-01	3.85E-01	0.6474966039
9	105707690	105714932	GI_31652217-I	MED22	6.41E-01	6.69E-01	5.54E-01	0.6271344003
9	105714990	105718201	GI_18390348-S	RPL7A	2.91E-02	6.66E-01	2.73E-02	0.6657950114
9	105718581	105723261	GI_19557683-S	SURF1	7.85E-01	5.30E-01	7.94E-01	0.4656902329
9	105723321	105727941	GI_19557686-S	SURF2	2.16E-01	6.85E-01	1.85E-01	0.9005015466
9	105728225	105744731	GI_19593984-S	SURF4	9.32E-01	7.92E-01	9.07E-01	0.0558405291
9	105773009	105785123	GI_9966856-S	REXO4	6.29E-01	2.13E-01	9.13E-01	0.5163308781
9	105781289	105826219	GI_21265033-I	ADAMTS13	5.44E-01	4.59E-01	5.15E-01	0.3137233385
9	105837905	105845965	GI_9938031-S	SLC2A6	3.19E-01	6.94E-01	2.41E-01	0.8584625813
9	105898534	105940653	GI_41281449-S	ADAMTSL2	5.66E-01	8.59E-01	3.94E-01	0.5483711406
9	105903882	105926749	GI_4557508-S	CYLC2	2.68E-01	9.43E-01	1.41E-01	0.4122214774
9	106029059	106104804	GI_21361377-S	SARDH	6.86E-01	7.00E-01	5.12E-01	0.8158998013
9	106393244	106416418	GI_12408642-S	BRD3	5.63E-01	4.45E-01	5.18E-01	0.7877755124
9	106494213	106518092	GI_21536425-A	WDR5	6.41E-01	8.18E-01	3.95E-01	0.2982292904
9	106494213	106518092	GI_16554626-I	WDR5	7.07E-01	8.18E-01	4.59E-01	0.0012331467
9	106757493	106796351	GI_21536318-S	RXRA	4.30E-01	5.99E-01	3.58E-01	0.8208820843
9	107002961	107050087	GI_5453590-S	SMC2	9.20E-01	8.79E-01	8.97E-01	0.7148463092
9	107265062	107273437	GI_8051583-S	FCN1	9.71E-01	8.18E-01	9.70E-01	0.7870231069
9	107283236	107332194	GI_19924138-S	RAD23B	2.95E-02	8.02E-01	2.15E-02	0.3175868215
9	107424207	107476065	GI_34335283-I	OLFM1	7.32E-01	4.81E-01	7.61E-01	0.6174773039
9	107424207	107476065	GI_34335281-I	OLFM1	8.20E-01	4.81E-01	8.66E-01	0.900623349
9	107484852	107489766	GI_34916057-S	KLF4	1.90E-01	9.03E-01	1.01E-01	0.7120231734
9	107690161	107837338	GI_21536375-S	ABCA1	3.23E-01	6.76E-01	2.76E-01	0.5879287585
9	107836353	107842565	GI_45387957-S	PPP1R26	6.35E-01	6.44E-01	5.19E-01	0.2104638248
9	107854303	107858345	GI_16554605-S	MRPS2	2.86E-01	7.08E-01	1.77E-01	0.0383331437
9	107915451	107920498	GI_4505582-S	PAEP	6.84E-02	6.52E-02	1.92E-01	0.0032523717
9	108153823	108306534	GI_18034691-I	SLC44A1	1.51E-01	8.30E-01	3.38E-02	0.3109064769
9	108162072	108261017	GI_40538729-S	CAMSAP1	9.32E-01	8.81E-01	8.94E-01	0.6401780629
9	108286791	108315192	GI_7705380-S	UBAC1	2.46E-02	6.25E-01	1.19E-02	0.0428317122
9	108357299	108461695	GI_13994288-S	FSD1L	9.30E-01	8.80E-01	8.71E-01	0.6787718608
9	108360255	108449736	GI_42716306-S	NACC2	9.12E-01	8.48E-01	8.67E-01	0.6526152729
9	108467406	108550392	GI_5803014-S	FKTN	3.68E-01	7.13E-01	2.03E-01	0.2177234803
9	108552281	108560958	GI_30089942-I	LHX3	9.13E-01	9.07E-01	7.76E-01	0.2208173599
9	108552281	108560958	GI_30089941-I	LHX3	9.75E-01	9.07E-01	9.19E-01	0.8976249763
9	108562182	108601716	GI_32171251-S	QSOX2	9.10E-01	9.02E-01	6.91E-01	0.7247815585
9	108603836	108685928	GI_8922460-S	TMEM38B	1.74E-01	8.61E-01	7.64E-02	0.812647228
9	108717764	108727489	GI_34335229-A	CARD9	9.57E-01	8.49E-01	9.25E-01	0.6351780905
9	108729385	108752220	GI_4507106-S	SNAPC4	1.25E-01	7.15E-01	6.41E-02	0.1886420587
9	108755705	108764420	GI_21361349-S	SDCCAG3	1.91E-01	1.45E-01	3.56E-01	0.3219196706
9	108764391	108777579	GI_24308012-S	PMPCA	3.15E-02	1.18E-02	4.93E-01	0.4410264044
9	108782431	108793343	GI_38327538-S	INPP5E	3.03E-01	4.74E-02	9.59E-01	0.1460779215
9	108837221	108839793	GI_22749176-S	C9orf163	8.68E-02	2.01E-01	9.10E-02	0.4367928588
9	108848155	108928442	GI_27894367-S	NOTCH1	2.92E-01	8.48E-01	1.36E-01	0.1896054224
9	108867520	108934328	GI_38569393-S	IKBKAP	1.67E-01	8.30E-01	6.85E-02	0.145032051
9	108934393	108940958	GI_20127565-S	FAM206A	7.00E-01	4.65E-01	7.40E-01	0.6282534156
9	108942569	109013594	GI_4503128-S	CTNNAL1	2.82E-01	2.24E-01	3.72E-01	0.2286374825
9	109013481	109027070	GI_41393581-S	EGFL7	5.14E-02	2.87E-01	5.68E-02	0.706861455
9	109027535	109041933	GI_6041664-S	AGPAT2	7.33E-01	6.85E-01	5.89E-01	0.6830742736
9	109066420	109078355	GI_34303930-S	FAM69B	3.17E-01	4.07E-01	2.62E-01	0.5125181262
9	109097648	109102120	GI_39573715-S	LCN6	2.56E-01	4.01E-01	1.96E-01	0.5372406281
9	109107983	109111935	GI_31341949-S	LCN8	6.87E-01	5.80E-01	5.73E-01	0.1331268176
9	109113328	109118218	GI_42714610-S	LCN15	7.30E-01	7.43E-01	5.37E-01	0.857604829
9	109144662	109146654	GI_39725661-S	TMEM141	8.82E-01	7.17E-01	8.19E-01	0.2063985173
9	109202666	109204713	GI_24475860-S	PHPT1	6.52E-01	6.90E-01	4.86E-01	0.265881302
9	109215783	109220005	GI_24497592-I	EDF1	4.89E-01	6.93E-02	8.81E-01	0.0750141803
9	109299182	109300910	GI_4557392-S	C8G	9.90E-01	9.82E-01	9.42E-01	0.835602323
9	109331058	109335300	GI_38505192-S	PTGDS	2.67E-01	4.35E-01	1.75E-01	0.0987027172
9	109345976	109347534	GI_39930540-S	C9orf142	1.62E-01	8.56E-01	3.30E-02	0.167344626
9	109348166	109350130	GI_40288289-S	CLIC3	9.27E-01	8.99E-01	7.60E-01	0.5651286397
9	109360841	109382226	GI_45446739-S	ABCA2	3.86E-01	8.98E-01	1.49E-01	0.2770213481
9	109383478	109386144	GI_4758405-S	FUT7	2.47E-01	7.92E-01	9.98E-02	0.4360927256
9	109393438	109400203	GI_20149616-S	NPDC1	9.30E-01	8.86E-01	8.03E-01	0.8415853357
9	109466325	109469873	GI_7019510-S	DPP7	8.85E-01	8.71E-01	6.57E-01	0.2012733055
9	109493914	109523231	GI_11496970-A	GRIN1	7.04E-01	9.07E-01	3.90E-01	0.8886673958
9	109529253	109543074	GI_41327747-S	ANAPC2	4.60E-01	9.58E-01	1.11E-01	0.0181246585
9	109543071	109544839	GI_4505324-S	SSNA1	1.88E-01	9.22E-01	2.29E-02	0.7758367653
9	109558336	109559892	GI_16596685-S	TMEM203	8.64E-01	8.64E-01	5.72E-01	0.398350731
9	109559921	109573527	GI_7657392-S	NDOR1	5.04E-02	8.04E-01	1.28E-02	0.0195368416
9	109574412	109575488	GI_33667080-S	RNF208	8.68E-01	8.11E-01	6.16E-01	0.4350005663
9	109578347	109580023	GI_39752686-S	C9orf169	2.52E-01	8.12E-01	7.18E-02	0.9217888291
9	109595024	109597472	GI_39725688-S	TUBB4B	3.56E-02	7.27E-01	2.53E-03	0.0033048722
9	109660649	109754280	GI_31377745-S	EXD3	8.71E-01	8.64E-01	6.60E-01	0.0740802243
9	109780297	110172512	GI_22325354-I	PALM2-AKAP2	5.15E-02	8.18E-01	3.82E-02	0.5554036782
9	109780297	110172512	GI_22325355-A	PALM2-AKAP2	2.03E-01	8.18E-01	1.51E-01	0.7488081292
9	109781830	109793377	GI_41393186-S	NOXA1	1.55E-01	2.26E-02	9.78E-01	0.3150028097
9	109818540	109909455	GI_38524588-S	PNPLA7	7.83E-01	7.40E-01	6.37E-01	0.8412762166
9	109910437	109911135	GI_21265092-S	MRPL41	2.92E-01	6.94E-01	2.30E-01	0.3796981486
9	109938566	109945196	GI_37594445-S	ZMYND19	6.95E-01	1.51E-01	9.73E-01	0.7862236438
9	109962058	109971771	GI_22748652-S	ARRDC1	5.35E-01	9.20E-01	1.73E-01	0.2200552669
9	109971743	109975270	GI_24475727-S	C9orf37	4.19E-01	4.52E-01	3.61E-01	0.4206411309
9	109975406	110193755	GI_40217807-S	EHMT1	9.75E-01	9.48E-01	9.15E-01	0.6880957533
9	110192246	110241111	GI_19924138-S	RAD23B	7.06E-03	8.69E-01	4.79E-03	0.5724755035
9	110243812	110256640	GI_4507744-S	TXN	3.50E-01	6.92E-01	2.70E-01	0.467445641
9	110393822	110398611	GI_34916057-S	KLF4	8.66E-02	2.05E-01	6.89E-02	0.2452896505
9	110873262	111039243	GI_45580697-A	LPAR1	2.59E-01	7.97E-01	1.87E-01	0.6185940598
9	111631352	111670246	GI_21361096-S	DNAJC25-GNG10	8.88E-01	8.99E-01	6.99E-01	0.5123200901
9	111776416	111843122	GI_38569393-S	IKBKAP	2.49E-01	5.35E-02	4.27E-01	0.5229617738
9	111843188	111849757	GI_20127565-S	FAM206A	6.26E-01	2.04E-01	8.58E-01	0.3590515297
9	111851368	111922369	GI_4503128-S	CTNNAL1	5.32E-01	6.18E-01	4.33E-01	0.5697835769
9	111896926	111935369	GI_4507810-S	UGCG	1.45E-01	7.92E-01	1.01E-01	0.5150831636
9	112040781	112175297	GI_42476319-S	SUSD1	5.05E-01	4.09E-01	5.03E-01	0.1594541892
9	112217715	112378847	GI_38569465-S	PTBP3	8.04E-01	5.20E-01	8.18E-01	0.3294294944
9	112379909	112472405	GI_40254985-S	HSDL2	2.64E-02	5.92E-01	1.46E-02	0.6886255774
9	112689212	113081245	GI_22325354-I	PALM2-AKAP2	5.84E-02	6.14E-01	5.58E-02	0.7736907632
9	112689212	113081245	GI_22325355-A	PALM2-AKAP2	1.31E-01	6.14E-01	1.21E-01	0.7179611966
9	112878920	112890913	GI_31543827-S	SLC46A2	6.86E-01	2.18E-01	8.38E-01	0.6060750666
9	113041815	113056791	GI_4507962-S	ZFP37	9.28E-01	5.61E-01	9.56E-01	0.9295005527
9	113150958	113164142	GI_4507016-S	SLC31A2	8.92E-01	6.09E-01	9.26E-01	0.3962500134
9	113152543	113165343	GI_4507744-S	TXN	2.02E-01	5.91E-01	1.82E-01	0.7123914824
9	113221528	113264492	GI_40254457-S	SLC31A1	3.66E-01	2.92E-01	4.07E-01	0.745245884
9	113267008	113275589	GI_38683841-S	CDC26	3.82E-01	2.12E-01	4.56E-01	0.1863475505
9	113275634	113293799	GI_34222192-S	PRPF4	6.19E-01	2.51E-01	7.49E-01	0.8437667191
9	113313222	113340340	GI_21687047-S	WDR31	4.87E-01	2.32E-01	5.84E-01	0.8712084877
9	113349532	113371233	GI_8923147-S	BSPRY	9.59E-01	8.18E-01	9.39E-01	0.31724069
9	113373418	113377009	GI_31377665-S	HDHD3	5.67E-01	8.91E-01	2.64E-01	0.7605832028
9	113407235	113410749	GI_31543422-S	POLE3	3.32E-01	1.17E-01	7.82E-01	0.1814488938
9	113782492	113946810	GI_45580697-A	LPAR1	2.14E-01	6.42E-01	1.72E-01	0.6959068635
9	114060127	114078472	GI_31541901-S	AMBP	3.56E-01	5.14E-01	3.11E-01	0.0999407753
9	114323023	114326479	GI_9257231-S	ORM1	8.02E-01	9.47E-01	4.26E-01	0.8876334804
9	114334149	114398503	GI_37620170-S	AKNA	3.01E-01	8.05E-01	2.20E-01	0.2959963593
9	114540098	114578906	GI_21361096-S	DNAJC25-GNG10	3.01E-01	2.12E-01	3.79E-01	0.8025673247
9	114587714	114598872	GI_20357534-S	ATP6V1G1	4.89E-01	1.38E-01	6.16E-01	0.6974944421
9	114611426	114646423	GI_33356141-S	C9orf91	7.04E-01	1.82E-01	9.13E-01	0.571450747
9	114784635	114806128	GI_23510444-S	TNFSF15	1.81E-01	4.90E-02	5.18E-01	0.473584667
9	114805585	114841763	GI_4507810-S	UGCG	1.77E-01	2.86E-01	1.85E-01	0.8631954901
9	114893343	114930595	GI_24119162-S	TNFSF8	3.64E-01	5.98E-01	3.04E-01	0.9030234845
9	114949460	115084004	GI_42476319-S	SUSD1	5.69E-01	6.84E-01	4.73E-01	0.0055351648
9	115126396	115242542	GI_38569465-S	PTBP3	6.10E-01	6.61E-01	4.98E-01	0.3408059601
9	115288820	115381275	GI_40254985-S	HSDL2	7.32E-01	8.40E-01	4.56E-01	0.513901687
9	115788488	115800474	GI_31543827-S	SLC46A2	5.87E-01	5.96E-02	9.15E-01	0.6876626939
9	115951456	115966437	GI_4507962-S	ZFP37	8.49E-01	6.30E-01	8.09E-01	0.8255080224
9	116059787	116072968	GI_4507016-S	SLC31A2	7.46E-01	6.46E-01	6.41E-01	0.2006388121
9	116130594	116173508	GI_40254457-S	SLC31A1	5.40E-01	5.36E-01	4.85E-01	0.6486260356
9	116153792	116402321	GI_38045914-S	PAPPA	7.96E-01	6.77E-01	6.78E-01	0.8727196711
9	116176025	116184607	GI_38683841-S	CDC26	9.54E-01	8.69E-01	9.62E-01	0.0389732054
9	116184652	116201881	GI_34222192-S	PRPF4	9.17E-01	8.99E-01	7.50E-01	0.2227038801
9	116224589	116249279	GI_21687047-S	WDR31	8.13E-01	6.84E-01	7.39E-01	0.1546952414
9	116258468	116280145	GI_8923147-S	BSPRY	2.54E-01	6.36E-01	9.61E-02	0.5938040873
9	116282329	116284972	GI_31377665-S	HDHD3	7.16E-01	6.40E-01	6.28E-01	0.1146411376
9	116316144	116319658	GI_31543422-S	POLE3	6.09E-01	6.26E-01	4.96E-01	0.4462002368
9	116425225	117415039	GI_38016954-I	ASTN2	4.74E-02	5.72E-01	4.59E-02	0.5233949325
9	116687302	116701300	GI_15208649-S	TRIM32	5.74E-03	1.07E-03	3.44E-02	0.295955099
9	116968857	116987201	GI_31541901-S	AMBP	9.68E-01	9.13E-01	9.28E-01	0.7075669878
9	117232023	117235479	GI_9257231-S	ORM1	4.58E-01	4.67E-01	4.36E-01	0.655586493
9	117243149	117303426	GI_37620170-S	AKNA	3.22E-01	7.80E-01	2.26E-01	0.7126200005
9	117496680	117507848	GI_20357534-S	ATP6V1G1	5.93E-01	7.46E-01	4.72E-01	0.644171615
9	117520317	117555292	GI_33356141-S	C9orf91	7.62E-01	7.62E-02	9.56E-01	0.6243740909
9	117693586	117715078	GI_23510444-S	TNFSF15	9.19E-01	8.81E-01	8.06E-01	0.7026420121
9	117802301	117839555	GI_24119162-S	TNFSF8	7.63E-01	6.76E-01	6.87E-01	0.8219058158
9	119062528	119311011	GI_38045914-S	PAPPA	5.60E-01	4.57E-02	9.90E-01	0.636348046
9	119333901	120324897	GI_38016954-I	ASTN2	3.40E-02	4.27E-02	5.31E-02	0.7110343196
9	119596015	119610013	GI_15208649-S	TRIM32	5.28E-01	6.30E-01	3.99E-01	0.8135520754
9	120388869	120580170	GI_28872785-S	CDK5RAP2	7.44E-01	6.91E-01	6.34E-01	0.8948967719
9	120756976	120793462	GI_7549806-S	FBXW2	3.16E-02	6.02E-01	1.77E-02	0.5129956858
9	120816053	120843021	GI_25777613-S	PSMD5	8.91E-01	9.40E-01	6.30E-01	0.7821284416
9	120902393	120929173	GI_22027610-S	TRAF1	1.23E-01	1.38E-01	1.57E-01	0.1336685494
9	120952335	121050276	GI_38016946-S	C5	2.10E-02	1.43E-02	4.86E-02	0.0341581491
9	121074964	121177610	GI_38158017-S	CNTRL	4.20E-01	5.21E-02	6.63E-01	0.8375139656
9	121178137	121202087	GI_19923482-S	RAB14	2.15E-01	1.63E-02	7.80E-01	0.1305774229
9	121268102	121332844	GI_38016941-I	GSN	4.34E-02	1.83E-02	2.02E-01	0.9168735199
9	121338988	121370304	GI_38016906-A	STOM	5.62E-01	6.76E-01	4.46E-01	0.61424347
9	121338988	121370304	GI_38016910-I	STOM	8.08E-01	6.76E-01	7.41E-01	0.209031782
9	121566883	121785530	GI_20070108-I	DAB2IP	8.60E-02	2.86E-01	6.39E-02	0.6806781992
9	122132466	122159819	GI_33519464-S	NDUFA8	1.84E-01	7.81E-01	1.38E-01	0.4885260669
9	122202577	122228887	GI_40549416-S	LHX6	8.33E-01	7.98E-01	6.97E-01	0.4437265581
9	122239555	122264864	GI_34147454-S	RBM18	3.46E-01	7.49E-01	2.21E-01	0.8550318664
9	122264603	122323464	GI_40317613-A	MRRF	4.31E-01	2.78E-01	4.82E-01	0.7083482481
9	122370530	122395703	GI_18104966-I	PTGS1	1.86E-01	2.07E-01	2.31E-01	0.9332027774
